,0,1,2,3,4,5,6,7,8,9,10
965,licgean,lifbysig,butan,his,lic,swice,,,,,
966,ic,hine,ne,mihte,þa,metod,nolde,,,,
967,ganges,getwæman,no,ic,him,þæs,georne,ætfealh,,,
968,feorhgeniðlan,wæs,to,foremihtig,,,,,,,
969,feond,on,feþe,hwæþere,he,his,folme,forlet,,,
970,to,lifwraþe,last,weardian,,,,,,,
971,earm,ond,eaxle,no,þær,ænige,swa,þeah,,,
972,feasceaft,guma,frofre,gebohte,,,,,,,
973,no,þy,leng,leofað,laðgeteona,,,,,,
974,synnum,geswenced,ac,hyne,sar,hafað,,,,,
975,mid,nydgripe,nearwe,befongen,,,,,,,
976,balwon,bendum,ðær,abidan,sceal,,,,,,
977,maga,mane,fah,miclan,domes,,,,,,
978,hu,him,scir,metod,scrifan,wille,,,,,
979,ða,wæs,swigra,secg,sunu,eclafes,,,,,
980,on,gylpspræce,guðgeweorca,,,,,,,,
981,siþðan,æþelingas,eorles,cræfte,,,,,,,
982,ofer,heanne,hrof,hand,sceawedon,,,,,,
983,feondes,fingras,foran,æghwylc,wæs,,,,,,
984,stiðra,nægla,gehwylc,style,gelicost,,,,,,
985,hæþenes,handsporu,hilderinces,,,,,,,,
986,egl,unheoru,æghwylc,gecwæð,,,,,,,
987,þæt,him,heardra,nan,hrinan,wolde,,,,,
988,iren,ærgod,þæt,ðæs,ahlæcan,,,,,,
989,blodge,beadufolme,onberan,wolde,,,,,,,
990,ða,wæs,haten,hreþe,heort,innanweard,,,,,
991,folmum,gefrætwod,fela,þæra,wæs,,,,,,
992,wera,ond,wifa,þe,þæt,winreced,,,,,
993,gestsele,gyredon,goldfag,scinon,,,,,,,
994,web,æfter,wagum,wundorsiona,fela,,,,,,
995,secga,gehwylcum,þara,þe,on,swylc,starað,,,,
996,wæs,þæt,beorhte,bold,tobrocen,swiðe,,,,,
997,eal,inneweard,irenbendum,fæst,,,,,,,
998,heorras,tohlidene,hrof,ana,genæs,,,,,,
999,ealles,ansund,þe,se,aglæca,,,,,,
1000,fyrendædum,fag,on,fleam,gewand,,,,,,
1001,aldres,orwena,no,þæt,yðe,byð,,,,,
1002,to,befleonne,fremme,se,þe,wille,,,,,
1003,ac,gesecan,sceal,sawlberendra,,,,,,,
1004,nyde,genydde,niþða,bearna,,,,,,,
1005,grundbuendra,gearwe,stowe,,,,,,,,
1006,þær,his,lichoma,legerbedde,fæst,,,,,,
1007,swefeþ,æfter,symle,þa,wæs,sæl,ond,mæl,,,
1008,þæt,to,healle,gang,healfdenes,sunu,,,,,
1009,wolde,self,cyning,symbel,þicgan,,,,,,
1010,ne,gefrægen,ic,þa,mægþe,maran,weorode,,,,
1011,ymb,hyra,sincgyfan,sel,gebæran,,,,,,
1012,bugon,þa,to,bence,blædagande,,,,,,
1013,fylle,gefægon,fægere,geþægon,,,,,,,
1014,medoful,manig,magas,þara,,,,,,,
1015,swiðhicgende,on,sele,þam,hean,,,,,,
1016,hroðgar,ond,hroþulf,heorot,innan,wæs,,,,,
1017,freondum,afylled,nalles,facenstafas,,,,,,,
1018,eodscyldingas,þenden,fremedon,,,,,,,,
1019,forgeaf,þa,beowulfe,bearn,healfdenes,,,,,,
1020,segen,gyldenne,sigores,to,leane,,,,,,
1021,hroden,hildecumbor,helm,ond,byrnan,,,,,,
1022,mære,maðþumsweord,manige,gesawon,,,,,,,
1023,beforan,beorn,beran,beowulf,geþah,,,,,,
1024,ful,on,flette,no,he,þære,feohgyfte,,,,
1025,for,sceotendum,scamigan,ðorfte,,,,,,,
1026,ne,gefrægn,ic,freondlicor,feower,madmas,,,,,
1027,golde,gegyrede,gummanna,fela,,,,,,,
1028,in,ealobence,oðrum,gesellan,,,,,,,
1029,ymb,þæs,helmes,hrof,heafodbeorge,,,,,,
1030,wirum,bewunden,walu,utan,heold,,,,,,
1031,þæt,him,fela,laf,frecne,ne,meahton,,,,
1032,scurheard,sceþðan,þonne,scyldfreca,,,,,,,
1033,ongean,gramum,gangan,scolde,,,,,,,
1034,heht,ða,eorla,hleo,eahta,mearas,,,,,
1035,fætedhleore,on,flet,teon,,,,,,,
1036,in,under,eoderas,þara,anum,stod,,,,,
1037,sadol,searwum,fah,since,gewurþad,,,,,,
1038,þæt,wæs,hildesetl,heahcyninges,,,,,,,
1039,ðonne,sweorda,gelac,sunu,healfdenes,,,,,,
1040,efnan,wolde,næfre,on,ore,læg,,,,,
1041,widcuþes,wig,ðonne,walu,feollon,,,,,,
1042,ond,ða,beowulfe,bega,gehwæþres,,,,,,
1043,eodor,ingwina,onweald,geteah,,,,,,,
1044,wicga,ond,wæpna,het,hine,wel,brucan,,,,
1045,swa,manlice,mære,þeoden,,,,,,,
1046,hordweard,hæleþa,heaþoræsas,geald,,,,,,,
1047,mearum,ond,madmum,swa,hy,næfre,man,lyhð,,,
1048,se,þe,secgan,wile,soð,æfter,rihte,,,,
1049,ða,gyt,æghwylcum,eorla,drihten,,,,,,
1050,þara,þe,mid,beowulfe,brimlade,teah,,,,,
1051,on,þære,medubence,maþðum,gesealde,,,,,,
1052,yrfelafe,ond,þone,ænne,heht,,,,,,
1053,golde,forgyldan,þone,ðe,grendel,ær,,,,,
1054,mane,acwealde,swa,he,hyra,ma,wolde,,,,
1055,nefne,him,witig,god,wyrd,forstode,,,,,
1056,ond,ðæs,mannes,mod,metod,eallum,weold,,,,
1057,gumena,cynnes,swa,he,nu,git,deð,,,,
1058,forþan,bið,andgit,æghwær,selest,,,,,,
1059,ferhðes,foreþanc,fela,sceal,gebidan,,,,,,
1060,leofes,ond,laþes,se,þe,longe,her,,,,
1061,on,ðyssum,windagum,worolde,bruceð,,,,,,
1062,þær,wæs,sang,ond,sweg,samod,ætgædere,,,,
1063,fore,healfdenes,hildewisan,,,,,,,,
1064,gomenwudu,greted,gid,oft,wrecen,,,,,,
1065,ðonne,healgamen,hroþgares,scop,,,,,,,
1066,æfter,medobence,mænan,scolde,,,,,,,
1067,be,finnes,eaferum,ða,hie,se,fær,begeat,,,
1068,hæleð,healfdena,hnæf,scyldinga,,,,,,,
1069,in,freswæle,feallan,scolde,,,,,,,
1070,ne,huru,hildeburh,herian,þorfte,,,,,,
1071,eotena,treowe,unsynnum,wearð,,,,,,,
1072,beloren,leofum,æt,þam,lindplegan,,,,,,
1073,bearnum,ond,broðrum,hie,on,gebyrd,hruron,,,,
1074,gare,wunde,þæt,wæs,geomuru,ides,,,,,
1075,nalles,holinga,hoces,dohtor,,,,,,,
1076,meotodsceaft,bemearn,syþðan,morgen,com,,,,,,
1077,ða,heo,under,swegle,geseon,meahte,,,,,
1078,morþorbealo,maga,þær,heo,ær,mæste,heold,,,,
1079,worolde,wynne,wig,ealle,fornam,,,,,,
1080,finnes,þegnas,nemne,feaum,anum,,,,,,
1081,þæt,he,ne,mehte,on,þæm,meðelstede,,,,
1082,wig,hengeste,wiht,gefeohtan,,,,,,,
1083,ne,þa,wealafe,wige,forþringan,,,,,,
1084,þeodnes,ðegna,ac,hig,him,geþingo,budon,,,,
1085,þæt,hie,him,oðer,flet,eal,gerymdon,,,,
1086,healle,ond,heahsetl,þæt,hie,healfre,geweald,,,,
1087,wið,eotena,bearn,agan,moston,,,,,,
1088,ond,æt,feohgyftum,folcwaldan,sunu,,,,,,
1089,dogra,gehwylce,dene,weorþode,,,,,,,
1090,hengestes,heap,hringum,wenede,,,,,,,
1091,efne,swa,swiðe,sincgestreonum,,,,,,,
1092,fættan,goldes,swa,he,fresena,cyn,,,,,
1093,on,beorsele,byldan,wolde,,,,,,,
1094,ða,hie,getruwedon,on,twa,healfa,,,,,
1095,fæste,frioðuwære,fin,hengeste,,,,,,,
1096,elne,unflitme,aðum,benemde,,,,,,,
1097,þæt,he,þa,wealafe,weotena,dome,,,,,
1098,arum,heolde,þæt,ðær,ænig,mon,,,,,
1099,wordum,ne,worcum,wære,ne,bræce,,,,,
1100,ne,þurh,inwitsearo,æfre,gemænden,,,,,,
1101,ðeah,hie,hira,beaggyfan,banan,folgedon,,,,,
1102,ðeodenlease,þa,him,swa,geþearfod,wæs,,,,,
1103,gyf,þonne,frysna,hwylc,frecnan,spræce,,,,,
1104,ðæs,morþorhetes,myndgiend,wære,,,,,,,
1105,þonne,hit,sweordes,ecg,seðan,scolde,,,,,
1106,ad,wæs,geæfned,ond,icge,gold,,,,,
1107,ahæfen,of,horde,herescyldinga,,,,,,,
1108,betst,beadorinca,wæs,on,bæl,gearu,,,,,
1109,æt,þæm,ade,wæs,eþgesyne,,,,,,
1110,swatfah,syrce,swyn,ealgylden,,,,,,,
1111,eofer,irenheard,æþeling,manig,,,,,,,
1112,wundum,awyrded,sume,on,wæle,crungon,,,,,
1113,het,ða,hildeburh,æt,hnæfes,ade,,,,,
1114,hire,selfre,sunu,sweoloðe,befæstan,,,,,,
1115,banfatu,bærnan,ond,on,bæl,don,,,,,
1116,eame,on,eaxle,ides,gnornode,,,,,,
1117,geomrode,giddum,guðrinc,astah,,,,,,,
1118,wand,to,wolcnum,wælfyra,mæst,,,,,,
1119,hlynode,for,hlawe,hafelan,multon,,,,,,
1120,bengeato,burston,ðonne,blod,ætspranc,,,,,,
1121,laðbite,lices,lig,ealle,forswealg,,,,,,
1122,gæsta,gifrost,þara,ðe,þær,guð,fornam,,,,
1123,bega,folces,wæs,hira,blæd,scacen,,,,,
1124,gewiton,him,ða,wigend,wica,neosian,,,,,
1125,freondum,befeallen,frysland,geseon,,,,,,,
1126,hamas,ond,heaburh,hengest,ða,gyt,,,,,
1127,wælfagne,winter,wunode,mid,finne,,,,,,
1128,eal,unhlitme,eard,gemunde,,,,,,,
1129,þeah,þe,he,ne,meahte,on,mere,drifan,,,
1130,hringedstefnan,holm,storme,weol,,,,,,,
1131,won,wið,winde,winter,yþe,beleac,,,,,
1132,isgebinde,oþðæt,oþer,com,,,,,,,
1133,gear,in,geardas,swa,nu,gyt,deð,,,,
1134,þa,ðe,syngales,sele,bewitiað,,,,,,
1135,wuldortorhtan,weder,ða,wæs,winter,scacen,,,,,
1136,fæger,foldan,bearm,fundode,wrecca,,,,,,
1137,gist,of,geardum,he,to,gyrnwræce,,,,,
1138,swiðor,þohte,þonne,to,sælade,,,,,,
1139,gif,he,torngemot,þurhteon,mihte,,,,,,
1140,þæt,he,eotena,bearn,inne,gemunde,,,,,
1141,swa,he,ne,forwyrnde,woroldrædenne,,,,,,
1142,þonne,him,hunlafing,hildeleoman,,,,,,,
1143,billa,selest,on,bearm,dyde,,,,,,
1144,þæs,wæron,mid,eotenum,ecge,cuðe,,,,,
1145,swylce,ferhðfrecan,fin,eft,begeat,,,,,,
1146,sweordbealo,sliðen,æt,his,selfes,ham,,,,,
1147,siþðan,grimne,gripe,guðlaf,ond,oslaf,,,,,
1148,æfter,sæsiðe,sorge,mændon,,,,,,,
1149,ætwiton,weana,dæl,ne,meahte,wæfre,mod,,,,
1150,forhabban,in,hreþre,ða,wæs,heal,roden,,,,
1151,feonda,feorum,swilce,fin,slægen,,,,,,
1152,cyning,on,corþre,ond,seo,cwen,numen,,,,
1153,sceotend,scyldinga,to,scypon,feredon,,,,,,
1154,eal,ingesteald,eorðcyninges,,,,,,,,
1155,swylce,hie,æt,finnes,ham,findan,meahton,,,,
1156,sigla,searogimma,hie,on,sælade,,,,,,
1157,drihtlice,wif,to,denum,feredon,,,,,,
1158,læddon,to,leodum,leoð,wæs,asungen,,,,,
1159,gleomannes,gyd,gamen,eft,astah,,,,,,
1160,beorhtode,bencsweg,byrelas,sealdon,,,,,,,
1161,win,of,wunderfatum,þa,cwom,wealhþeo,forð,,,,
1162,gan,under,gyldnum,beage,þær,þa,godan,twegen,,,
1163,sæton,suhtergefæderan,þa,gyt,wæs,hiera,sib,ætgædere,,,
1164,æghwylc,oðrum,trywe,swylce,þær,unferþ,þyle,,,,
1165,æt,fotum,sæt,frean,scyldinga,gehwylc,hiora,his,ferhþe,treowde,
1166,þæt,he,hæfde,mod,micel,þeah,þe,he,his,magum,nære
1167,arfæst,æt,ecga,gelacum,spræc,ða,ides,scyldinga,,,
1168,onfoh,þissum,fulle,freodrihten,min,,,,,,
1169,sinces,brytta,þu,on,sælum,wes,,,,,
1170,goldwine,gumena,ond,to,geatum,spræc,,,,,
1171,mildum,wordum,swa,sceal,man,don,,,,,
1172,beo,wið,geatas,glæd,geofena,gemyndig,,,,,
1173,nean,ond,feorran,þu,nu,hafast,,,,,
1174,me,man,sægde,þæt,þu,ðe,for,sunu,wolde,,
1175,hererinc,habban,heorot,is,gefælsod,,,,,,
1176,beahsele,beorhta,bruc,þenden,þu,mote,,,,,
1177,manigra,medo,ond,þinum,magum,læf,,,,,
1178,folc,ond,rice,þonne,ðu,forð,scyle,,,,
1179,metodsceaft,seon,ic,minne,can,,,,,,
1180,glædne,hroþulf,þæt,he,þa,geogoðe,wile,,,,
1181,arum,healdan,gyf,þu,ær,þonne,he,,,,
1182,wine,scildinga,worold,oflætest,,,,,,,
1183,wene,ic,þæt,he,mid,gode,gyldan,wille,,,
1184,uncran,eaferan,gif,he,þæt,eal,gemon,,,,
1185,hwæt,wit,to,willan,ond,to,worðmyndum,,,,
1186,umborwesendum,ær,arna,gefremedon,,,,,,,
1187,hwearf,þa,bi,bence,þær,hyre,byre,wæron,,,
1188,hreðric,ond,hroðmund,ond,hæleþa,bearn,,,,,
1189,giogoð,ætgædere,þær,se,goda,sæt,,,,,
1190,beowulf,geata,be,þæm,gebroðrum,twæm,,,,,
1191,him,wæs,ful,boren,ond,freondlaþu,,,,,
1192,wordum,bewægned,ond,wunden,gold,,,,,,
1193,estum,geeawed,earmreade,twa,,,,,,,
1194,hrægl,ond,hringas,healsbeaga,mæst,,,,,,
1195,þara,þe,ic,on,foldan,gefrægen,hæbbe,,,,
1196,nænigne,ic,under,swegle,selran,hyrde,,,,,
1197,hordmaððum,hæleþa,syþðan,hama,ætwæg,,,,,,
1198,to,þære,byrhtan,byrig,brosinga,mene,,,,,
1199,sigle,ond,sincfæt,searoniðas,fleah,,,,,,
1200,eormenrices,geceas,ecne,ræd,,,,,,,
1201,þone,hring,hæfde,higelac,geata,,,,,,
1202,nefa,swertinges,nyhstan,siðe,,,,,,,
1203,siðþan,he,under,segne,sinc,ealgode,,,,,
1204,wælreaf,werede,hyne,wyrd,fornam,,,,,,
1205,syþðan,he,for,wlenco,wean,ahsode,,,,,
1206,fæhðe,to,frysum,he,þa,frætwe,wæg,,,,
1207,eorclanstanas,ofer,yða,ful,,,,,,,
1208,rice,þeoden,he,under,rande,gecranc,,,,,
1209,gehwearf,þa,in,francna,fæþm,feorh,cyninges,,,,
1210,breostgewædu,ond,se,beah,somod,,,,,,
1211,wyrsan,wigfrecan,wæl,reafedon,,,,,,,
1212,æfter,guðsceare,geata,leode,,,,,,,
1213,hreawic,heoldon,heal,swege,onfeng,,,,,,
1214,wealhðeo,maþelode,heo,fore,þæm,werede,spræc,,,,
1215,bruc,ðisses,beages,beowulf,leofa,,,,,,
1216,hyse,mid,hæle,ond,þisses,hrægles,neot,,,,
1217,þeodgestreona,ond,geþeoh,tela,,,,,,,
1218,cen,þec,mid,cræfte,ond,þyssum,cnyhtum,wes,,,
1219,lara,liðe,ic,þe,þæs,lean,geman,,,,
1220,hafast,þu,gefered,þæt,ðe,feor,ond,neah,,,
1221,ealne,wideferhþ,weras,ehtigað,,,,,,,
1222,efne,swa,side,swa,sæ,bebugeð,,,,,
1223,windgeard,weallas,wes,þenden,þu,lifige,,,,,
1224,æþeling,eadig,ic,þe,an,tela,,,,,
1225,sincgestreona,beo,þu,suna,minum,,,,,,
1226,dædum,gedefe,dreamhealdende,,,,,,,,
1227,her,is,æghwylc,eorl,oþrum,getrywe,,,,,
1228,modes,milde,mandrihtne,hold,,,,,,,
1229,þegnas,syndon,geþwære,þeod,ealgearo,,,,,,
1230,druncne,dryhtguman,doð,swa,ic,bidde,,,,,
1231,eode,þa,to,setle,þær,wæs,symbla,cyst,,,
1232,druncon,win,weras,wyrd,ne,cuþon,,,,,
1233,geosceaft,grimme,swa,hit,agangen,wearð,,,,,
1234,eorla,manegum,syþðan,æfen,cwom,,,,,,
1235,ond,him,hroþgar,gewat,to,hofe,sinum,,,,
1236,rice,to,ræste,reced,weardode,,,,,,
1237,unrim,eorla,swa,hie,oft,ær,dydon,,,,
1238,bencþelu,beredon,hit,geondbræded,wearð,,,,,,
1239,beddum,ond,bolstrum,beorscealca,sum,,,,,,
1240,fus,ond,fæge,fletræste,gebeag,,,,,,
1241,setton,him,to,heafdon,hilderandas,,,,,,
1242,bordwudu,beorhtan,þær,on,bence,wæs,,,,,
1243,ofer,æþelinge,yþgesene,,,,,,,,
1244,heaþosteapa,helm,hringed,byrne,,,,,,,
1245,þrecwudu,þrymlic,wæs,þeaw,hyra,,,,,,
1246,þæt,hie,oft,wæron,an,wig,gearwe,,,,
1247,ge,æt,ham,ge,on,herge,ge,gehwæþer,þara,,
1248,efne,swylce,mæla,swylce,hira,mandryhtne,,,,,
1249,þearf,gesælde,wæs,seo,þeod,tilu,,,,,
1250,sigon,þa,to,slæpe,sum,sare,angeald,,,,
1251,æfenræste,swa,him,ful,oft,gelamp,,,,,
1252,siþðan,goldsele,grendel,warode,,,,,,,
1253,unriht,æfnde,oþþæt,ende,becwom,,,,,,
1254,swylt,æfter,synnum,þæt,gesyne,wearþ,,,,,
1255,widcuþ,werum,þætte,wrecend,þa,gyt,,,,,
1256,lifde,æfter,laþum,lange,þrage,,,,,,
1257,æfter,guðceare,grendles,modor,,,,,,,
1258,ides,aglæcwif,yrmþe,gemunde,,,,,,,
1259,se,þe,wæteregesan,wunian,scolde,,,,,,
1260,cealde,streamas,siþðan,cain,wearð,,,,,,
1261,to,ecgbanan,angan,breþer,,,,,,,
1262,fæderenmæge,he,þa,fag,gewat,,,,,,
1263,morþre,gemearcod,mandream,fleon,,,,,,,
1264,westen,warode,þanon,woc,fela,,,,,,
1265,geosceaftgasta,wæs,þæra,grendel,sum,,,,,,
1266,heorowearh,hetelic,se,æt,heorote,fand,,,,,
1267,wæccendne,wer,wiges,bidan,,,,,,,
1268,þær,him,aglæca,ætgræpe,wearð,,,,,,
1269,hwæþre,he,gemunde,mægenes,strenge,,,,,,
1270,gimfæste,gife,ðe,him,god,sealde,,,,,
1271,ond,him,to,anwaldan,are,gelyfde,,,,,
1272,frofre,ond,fultum,ðy,he,þone,feond,ofercwom,,,
1273,gehnægde,helle,gast,þa,he,hean,gewat,,,,
1274,dreame,bedæled,deaþwic,seon,,,,,,,
1275,mancynnes,feond,ond,his,modor,þa,gyt,,,,
1276,gifre,ond,galgmod,gegan,wolde,,,,,,
1277,sorhfulne,sið,sunu,deað,wrecan,,,,,,
1278,com,þa,to,heorote,ðær,hringdene,,,,,
1279,geond,þæt,sæld,swæfun,þa,ðær,sona,wearð,,,
1280,edhwyrft,eorlum,siþðan,inne,fealh,,,,,,
1281,grendles,modor,wæs,se,gryre,læssa,,,,,
1282,efne,swa,micle,swa,bið,mægþa,cræft,,,,
1283,wiggryre,wifes,be,wæpnedmen,,,,,,,
1284,þonne,heoru,bunden,hamere,geþuren,,,,,,
1285,sweord,swate,fah,swin,ofer,helme,,,,,
1286,ecgum,dyhttig,andweard,scireð,,,,,,,
1287,þa,wæs,on,healle,heardecg,togen,,,,,
1288,sweord,ofer,setlum,sidrand,manig,,,,,,
1289,hafen,handa,fæst,helm,ne,gemunde,,,,,
1290,byrnan,side,þa,hine,se,broga,angeat,,,,
1291,heo,wæs,on,ofste,wolde,ut,þanon,,,,
1292,feore,beorgan,þa,heo,onfunden,wæs,,,,,
1293,hraðe,heo,æþelinga,anne,hæfde,,,,,,
1294,fæste,befangen,þa,heo,to,fenne,gang,,,,
1295,se,wæs,hroþgare,hæleþa,leofost,,,,,,
1296,on,gesiðes,had,be,sæm,tweonum,,,,,
1297,rice,randwiga,þone,ðe,heo,on,ræste,abreat,,,
1298,blædfæstne,beorn,næs,beowulf,ðær,,,,,,
1299,ac,wæs,oþer,in,ær,geteohhod,,,,,
1300,æfter,maþðumgife,mærum,geate,,,,,,,
1301,hream,wearð,in,heorote,heo,under,heolfre,genam,,,
1302,cuþe,folme,cearu,wæs,geniwod,,,,,,
1303,geworden,in,wicun,ne,wæs,þæt,gewrixle,til,,,
1304,þæt,hie,on,ba,healfa,bicgan,scoldon,,,,
1305,freonda,feorum,þa,wæs,frod,cyning,,,,,
1306,har,hilderinc,on,hreon,mode,,,,,,
1307,syðþan,he,aldorþegn,unlyfigendne,,,,,,,
1308,þone,deorestan,deadne,wisse,,,,,,,
1309,hraþe,wæs,to,bure,beowulf,fetod,,,,,
1310,sigoreadig,secg,samod,ærdæge,,,,,,,
1311,eode,eorla,sum,æþele,cempa,,,,,,
1312,self,mid,gesiðum,þær,se,snotera,bad,,,,
1313,hwæþer,him,alwalda,æfre,wille,,,,,,
1314,æfter,weaspelle,wyrpe,gefremman,,,,,,,
1315,gang,ða,æfter,flore,fyrdwyrðe,man,,,,,
1316,mid,his,handscale,healwudu,dynede,,,,,,
1317,þæt,he,þone,wisan,wordum,nægde,,,,,
1318,frean,ingwina,frægn,gif,him,wære,,,,,
1319,æfter,neodlaðum,niht,getæse,,,,,,,
1320,hroðgar,maþelode,helm,scyldinga,,,,,,,
1321,ne,frin,þu,æfter,sælum,sorh,is,geniwod,,,
1322,denigea,leodum,dead,is,æschere,,,,,,
1323,yrmenlafes,yldra,broþor,,,,,,,,
1324,min,runwita,ond,min,rædbora,,,,,,
1325,eaxlgestealla,ðonne,we,on,orlege,,,,,,
1326,hafelan,weredon,þonne,hniton,feþan,,,,,,
1327,eoferas,cynsedan,swylc,scolde,eorl,wesan,,,,,
1328,æþeling,ærgod,swylc,æschere,wæs,,,,,,
1329,wearð,him,on,heorote,to,handbanan,,,,,
1330,wælgæst,wæfre,ic,ne,wat,hwæder,,,,,
1331,atol,æse,wlanc,eftsiðas,teah,,,,,,
1332,fylle,gefægnod,heo,þa,fæhðe,wræc,,,,,
1333,þe,þu,gystranniht,grendel,cwealdest,,,,,,
1334,þurh,hæstne,had,heardum,clammum,,,,,,
1335,forþan,he,to,lange,leode,mine,,,,,
1336,wanode,ond,wyrde,he,æt,wige,gecrang,,,,
1337,ealdres,scyldig,ond,nu,oþer,cwom,,,,,
1338,mihtig,manscaða,wolde,hyre,mæg,wrecan,,,,,
1339,ge,feor,hafað,fæhðe,gestæled,,,,,,
1340,þæs,þe,þincean,mæg,þegne,monegum,,,,,
1341,se,þe,æfter,sincgyfan,on,sefan,greoteþ,,,,
1342,hreþerbealo,hearde,nu,seo,hand,ligeð,,,,,
1343,se,þe,eow,welhwylcra,wilna,dohte,,,,,
1344,ic,þæt,londbuend,leode,mine,,,,,,
1345,selerædende,secgan,hyrde,,,,,,,,
1346,þæt,hie,gesawon,swylce,twegen,,,,,,
1347,micle,mearcstapan,moras,healdan,,,,,,,
1348,ellorgæstas,ðæra,oðer,wæs,,,,,,,
1349,þæs,þe,hie,gewislicost,gewitan,meahton,,,,,
1350,idese,onlicnæs,oðer,earmsceapen,,,,,,,
1351,on,weres,wæstmum,wræclastas,træd,,,,,,
1352,næfne,he,wæs,mara,þonne,ænig,man,oðer,,,
1353,þone,on,geardagum,grendel,nemdon,,,,,,
1354,foldbuende,no,hie,fæder,cunnon,,,,,,
1355,hwæþer,him,ænig,wæs,ær,acenned,,,,,
1356,dyrnra,gasta,hie,dygel,lond,,,,,,
1357,warigeað,wulfhleoþu,windige,næssas,,,,,,,
1358,frecne,fengelad,ðær,fyrgenstream,,,,,,,
1359,under,næssa,genipu,niþer,gewiteð,,,,,,
1360,flod,under,foldan,nis,þæt,feor,heonon,,,,
1361,milgemearces,þæt,se,mere,standeð,,,,,,
1362,ofer,þæm,hongiað,hrinde,bearwas,,,,,,
1363,wudu,wyrtum,fæst,wæter,oferhelmað,,,,,,
1364,þær,mæg,nihta,gehwæm,niðwundor,seon,,,,,
1365,fyr,on,flode,no,þæs,frod,leofað,,,,
1366,gumena,bearna,þæt,þone,grund,wite,,,,,
1367,ðeah,þe,hæðstapa,hundum,geswenced,,,,,,
1368,heorot,hornum,trum,holtwudu,sece,,,,,,
1369,feorran,geflymed,ær,he,feorh,seleð,,,,,
1370,aldor,on,ofre,ær,he,in,wille,,,,
1371,hafelan,hydan,nis,þæt,heoru,stow,,,,,
1372,þonon,yðgeblond,up,astigeð,,,,,,,
1373,won,to,wolcnum,þonne,wind,styreþ,,,,,
1374,lað,gewidru,oðþæt,lyft,drysmaþ,,,,,,
1375,roderas,reotað,nu,is,se,ræd,gelang,,,,
1376,eft,æt,þe,anum,eard,git,ne,const,,,
1377,frecne,stowe,ðær,þu,findan,miht,,,,,
1378,felasinnigne,secg,sec,gif,þu,dyrre,,,,,
1379,ic,þe,þa,fæhðe,feo,leanige,,,,,
1380,ealdgestreonum,swa,ic,ær,dyde,,,,,,
1381,wundnum,golde,gyf,þu,on,weg,cymest,,,,
1382,beowulf,maþelode,bearn,ecgþeowes,,,,,,,
1383,ne,sorga,snotor,guma,selre,bið,æghwæm,,,,
1384,þæt,he,his,freond,wrece,þonne,he,fela,murne,,
1385,ure,æghwylc,sceal,ende,gebidan,,,,,,
1386,worolde,lifes,wyrce,se,þe,mote,,,,,
1387,domes,ær,deaþe,þæt,bið,drihtguman,,,,,
1388,unlifgendum,æfter,selest,,,,,,,,
1389,aris,rices,weard,uton,raþe,feran,,,,,
1390,grendles,magan,gang,sceawigan,,,,,,,
1391,ic,hit,þe,gehate,no,he,on,helm,losaþ,,
1392,ne,on,foldan,fæþm,ne,on,fyrgenholt,,,,
1393,ne,on,gyfenes,grund,ga,þær,he,wille,,,
1394,ðys,dogor,þu,geþyld,hafa,,,,,,
1395,weana,gehwylces,swa,ic,þe,wene,to,,,,
1396,ahleop,ða,se,gomela,gode,þancode,,,,,
1397,mihtigan,drihtne,þæs,se,man,gespræc,,,,,
1398,þa,wæs,hroðgare,hors,gebæted,,,,,,
1399,wicg,wundenfeax,wisa,fengel,,,,,,,
1400,geatolic,gende,gumfeþa,stop,,,,,,,
1401,lindhæbbendra,lastas,wæron,,,,,,,,
1402,æfter,waldswaþum,wide,gesyne,,,,,,,
1403,gang,ofer,grundas,þær,heo,gegnum,for,,,,
1404,ofer,myrcan,mor,magoþegna,bær,,,,,,
1405,þone,selestan,sawolleasne,,,,,,,,
1406,þara,þe,mid,hroðgare,ham,eahtode,,,,,
1407,ofereode,þa,æþelinga,bearn,,,,,,,
1408,steap,stanhliðo,stige,nearwe,,,,,,,
1409,enge,anpaðas,uncuð,gelad,,,,,,,
1410,neowle,næssas,nicorhusa,fela,,,,,,,
1411,he,feara,sum,beforan,gengde,,,,,,
1412,wisra,monna,wong,sceawian,,,,,,,
1413,oþþæt,he,færinga,fyrgenbeamas,,,,,,,
1414,ofer,harne,stan,hleonian,funde,,,,,,
1415,wynleasne,wudu,wæter,under,stod,,,,,,
1416,dreorig,ond,gedrefed,denum,eallum,wæs,,,,,
1417,winum,scyldinga,weorce,on,mode,,,,,,
1418,to,geþolianne,ðegne,monegum,,,,,,,
1419,oncyð,eorla,gehwæm,syðþan,æscheres,,,,,,
1420,on,þam,holmclife,hafelan,metton,,,,,,
1421,flod,blode,weol,folc,to,sægon,,,,,
1422,hatan,heolfre,horn,stundum,song,,,,,,
1423,fuslic,fyrdleoð,feþa,eal,gesæt,,,,,,
1424,gesawon,ða,æfter,wætere,wyrmcynnes,fela,,,,,
1425,sellice,sædracan,sund,cunnian,,,,,,,
1426,swylce,on,næshleoðum,nicras,licgean,,,,,,
1427,ða,on,undernmæl,oft,bewitigað,,,,,,
1428,sorhfulne,sið,on,seglrade,,,,,,,
1429,wyrmas,ond,wildeor,hie,on,weg,hruron,,,,
