,0,1,2,3,4,5,6,7,8,9,10
2356,freawine,folca,freslondum,on,,,,,,,
2357,hreðles,eafora,hiorodryncum,swealt,,,,,,,
2358,bille,gebeaten,þonan,biowulf,com,,,,,,
2359,sylfes,cræfte,sundnytte,dreah,,,,,,,
2360,hæfde,him,on,earme,ana,xxx,,,,,
2361,hildegeatwa,þa,he,to,holme,beag,,,,,
2362,nealles,hetware,hremge,þorfton,,,,,,,
2363,feðewiges,þe,him,foran,ongean,,,,,,
2364,linde,bæron,lyt,eft,becwom,,,,,,
2365,fram,þam,hildfrecan,hames,niosan,,,,,,
2366,oferswam,ða,sioleða,bigong,sunu,ecgðeowes,,,,,
2367,earm,anhaga,eft,to,leodum,,,,,,
2368,þær,him,hygd,gebead,hord,ond,rice,,,,
2369,beagas,ond,bregostol,bearne,ne,truwode,,,,,
2370,þæt,he,wið,ælfylcum,eþelstolas,,,,,,
2371,healdan,cuðe,ða,wæs,hygelac,dead,,,,,
2372,no,ðy,ær,feasceafte,findan,meahton,,,,,
2373,æt,ðam,æðelinge,ænige,ðinga,,,,,,
2374,þæt,he,heardrede,hlaford,wære,,,,,,
2375,oððe,þone,cynedom,ciosan,wolde,,,,,,
2376,hwæðre,he,him,on,folce,freondlarum,heold,,,,
2377,estum,mid,are,oððæt,he,yldra,wearð,,,,
2378,wedergeatum,weold,hyne,wræcmæcgas,,,,,,,
2379,ofer,sæ,sohtan,suna,ohteres,,,,,,
2380,hæfdon,hy,forhealden,helm,scylfinga,,,,,,
2381,þone,selestan,sæcyninga,,,,,,,,
2382,þara,ðe,in,swiorice,sinc,brytnade,,,,,
2383,mærne,þeoden,him,þæt,to,mearce,wearð,,,,
2384,he,þær,for,feorme,feorhwunde,hleat,,,,,
2385,sweordes,swengum,sunu,hygelaces,,,,,,,
2386,ond,him,eft,gewat,ongenðioes,bearn,,,,,
2387,hames,niosan,syððan,heardred,læg,,,,,,
2388,let,ðone,bregostol,biowulf,healdan,,,,,,
2389,geatum,wealdan,þæt,wæs,god,cyning,,,,,
2390,se,ðæs,leodhryres,lean,gemunde,,,,,,
2391,uferan,dogrum,eadgilse,wearð,,,,,,,
2392,feasceaftum,freond,folce,gestepte,,,,,,,
2393,ofer,sæ,side,sunu,ohteres,,,,,,
2394,wigum,ond,wæpnum,he,gewræc,syððan,,,,,
2395,cealdum,cearsiðum,cyning,ealdre,bineat,,,,,,
2396,swa,he,niða,gehwane,genesen,hæfde,,,,,
2397,sliðra,geslyhta,sunu,ecgðiowes,,,,,,,
2398,ellenweorca,oð,ðone,anne,dæg,,,,,,
2399,þe,he,wið,þam,wyrme,gewegan,sceolde,,,,
2400,gewat,þa,xiia,sum,torne,gebolgen,,,,,
2401,dryhten,geata,dracan,sceawian,,,,,,,
2402,hæfde,þa,gefrunen,hwanan,sio,fæhð,aras,,,,
2403,bealonið,biorna,him,to,bearme,cwom,,,,,
2404,maðþumfæt,mære,þurh,ðæs,meldan,hond,,,,,
2405,se,wæs,on,ðam,ðreate,þreotteoða,secg,,,,
2406,se,ðæs,orleges,or,onstealde,,,,,,
2407,hæft,hygegiomor,sceolde,hean,ðonon,,,,,,
2408,wong,wisian,he,ofer,willan,giong,,,,,
2409,to,ðæs,ðe,he,eorðsele,anne,wisse,,,,
2410,hlæw,under,hrusan,holmwylme,neh,,,,,,
2411,yðgewinne,se,wæs,innan,full,,,,,,
2412,wrætta,ond,wira,weard,unhiore,,,,,,
2413,gearo,guðfreca,goldmaðmas,heold,,,,,,,
2414,eald,under,eorðan,næs,þæt,yðe,ceap,,,,
2415,to,gegangenne,gumena,ænigum,,,,,,,
2416,gesæt,ða,on,næsse,niðheard,cyning,,,,,
2417,þenden,hælo,abead,heorðgeneatum,,,,,,,
2418,goldwine,geata,him,wæs,geomor,sefa,,,,,
2419,wæfre,ond,wælfus,wyrd,ungemete,neah,,,,,
2420,se,ðone,gomelan,gretan,sceolde,,,,,,
2421,secean,sawle,hord,sundur,gedælan,,,,,,
2422,lif,wið,lice,no,þon,lange,wæs,,,,
2423,feorh,æþelinges,flæsce,bewunden,,,,,,,
2424,biowulf,maþelade,bearn,ecgðeowes,,,,,,,
2425,fela,ic,on,giogoðe,guðræsa,genæs,,,,,
2426,orleghwila,ic,þæt,eall,gemon,,,,,,
2427,ic,wæs,syfanwintre,þa,mec,sinca,baldor,,,,
2428,freawine,folca,æt,minum,fæder,genam,,,,,
2429,heold,mec,ond,hæfde,hreðel,cyning,,,,,
2430,geaf,me,sinc,ond,symbel,sibbe,gemunde,,,,
2431,næs,ic,him,to,life,laðra,owihte,,,,
2432,beorn,in,burgum,þonne,his,bearna,hwylc,,,,
2433,herebeald,ond,hæðcyn,oððe,hygelac,min,,,,,
2434,wæs,þam,yldestan,ungedefelice,,,,,,,
2435,mæges,dædum,morþorbed,stred,,,,,,,
2436,syððan,hyne,hæðcyn,of,hornbogan,,,,,,
2437,his,freawine,flane,geswencte,,,,,,,
2438,miste,mercelses,ond,his,mæg,ofscet,,,,,
2439,broðor,oðerne,blodigan,gare,,,,,,,
2440,þæt,wæs,feohleas,gefeoht,fyrenum,gesyngad,,,,,
2441,hreðre,hygemeðe,sceolde,hwæðre,swa,þeah,,,,,
2442,æðeling,unwrecen,ealdres,linnan,,,,,,,
2443,swa,bið,geomorlic,gomelum,ceorle,,,,,,
2444,to,gebidanne,þæt,his,byre,ride,,,,,
2445,giong,on,galgan,þonne,he,gyd,wrece,,,,
2446,sarigne,sang,þonne,his,sunu,hangað,,,,,
2447,hrefne,to,hroðre,ond,he,him,helpe,ne,mæg,,
2448,eald,ond,infrod,ænige,gefremman,,,,,,
2449,symble,bið,gemyndgad,morna,gehwylce,,,,,,
2450,eaforan,ellorsið,oðres,ne,gymeð,,,,,,
2451,to,gebidanne,burgum,in,innan,,,,,,
2452,yrfeweardas,þonne,se,an,hafað,,,,,,
2453,þurh,deaðes,nyd,dæda,gefondad,,,,,,
2454,gesyhð,sorhcearig,on,his,suna,bure,,,,,
2455,winsele,westne,windge,reste,,,,,,,
2456,reote,berofene,ridend,swefað,,,,,,,
2457,hæleð,in,hoðman,nis,þær,hearpan,sweg,,,,
2458,gomen,in,geardum,swylce,ðær,iu,wæron,,,,
2459,gewiteð,þonne,on,sealman,sorhleoð,gæleð,,,,,
2460,an,æfter,anum,þuhte,him,eall,to,rum,,,
2461,wongas,ond,wicstede,swa,wedra,helm,,,,,
2462,æfter,herebealde,heortan,sorge,,,,,,,
2463,weallende,wæg,wihte,ne,meahte,,,,,,
2464,on,ðam,feorhbonan,fæghðe,gebetan,,,,,,
2465,no,ðy,ær,he,þone,heaðorinc,hatian,ne,meahte,,
2466,laðum,dædum,þeah,him,leof,ne,wæs,,,,
2467,he,ða,mid,þære,sorhge,þe,him,swa,sar,belamp,
2468,gumdream,ofgeaf,godes,leoht,geceas,,,,,,
2469,eaferum,læfde,swa,deð,eadig,mon,,,,,
2470,lond,ond,leodbyrig,þa,he,of,life,gewat,,,
2471,þa,wæs,synn,ond,sacu,sweona,ond,geata,,,
2472,ofer,wid,wæter,wroht,gemæne,,,,,,
2473,herenið,hearda,syððan,hreðel,swealt,,,,,,
2474,oððe,him,ongenðeowes,eaferan,wæran,,,,,,
2475,frome,fyrdhwate,freode,ne,woldon,,,,,,
2476,ofer,heafo,healdan,ac,ymb,hreosnabeorh,,,,,
2477,eatolne,inwitscear,oft,gefremedon,,,,,,,
2478,þæt,mægwine,mine,gewræcan,,,,,,,
2479,fæhðe,ond,fyrene,swa,hyt,gefræge,wæs,,,,
2480,þeah,ðe,oðer,his,ealdre,gebohte,,,,,
2481,heardan,ceape,hæðcynne,wearð,,,,,,,
2482,geata,dryhtne,guð,onsæge,,,,,,,
2483,þa,ic,on,morgne,gefrægn,mæg,oðerne,,,,
2484,billes,ecgum,on,bonan,stælan,,,,,,
2485,þær,ongenþeow,eofores,niosað,,,,,,,
2486,guðhelm,toglad,gomela,scylfing,,,,,,,
2487,hreas,hildeblac,hond,gemunde,,,,,,,
2488,fæhðo,genoge,feorhsweng,ne,ofteah,,,,,,
2489,ic,him,þa,maðmas,þe,he,me,sealde,,,
2490,geald,æt,guðe,swa,me,gifeðe,wæs,,,,
2491,leohtan,sweorde,he,me,lond,forgeaf,,,,,
2492,eard,eðelwyn,næs,him,ænig,þearf,,,,,
2493,þæt,he,to,gifðum,oððe,to,gardenum,,,,
2494,oððe,in,swiorice,secean,þurfe,,,,,,
2495,wyrsan,wigfrecan,weorðe,gecypan,,,,,,,
2496,symle,ic,him,on,feðan,beforan,wolde,,,,
2497,ana,on,orde,ond,swa,to,aldre,sceall,,,
2498,sæcce,fremman,þenden,þis,sweord,þolað,,,,,
2499,þæt,mec,ær,ond,sið,oft,gelæste,,,,
2500,syððan,ic,for,dugeðum,dæghrefne,wearð,,,,,
2501,to,handbonan,huga,cempan,,,,,,,
2502,nalles,he,ða,frætwe,frescyninge,,,,,,
2503,breostweorðunge,bringan,moste,,,,,,,,
2504,ac,in,compe,gecrong,cumbles,hyrde,,,,,
2505,æþeling,on,elne,ne,wæs,ecg,bona,,,,
2506,ac,him,hildegrap,heortan,wylmas,,,,,,
2507,banhus,gebræc,nu,sceall,billes,ecg,,,,,
2508,hond,ond,heard,sweord,ymb,hord,wigan,,,,
2509,beowulf,maðelode,beotwordum,spræc,,,,,,,
2510,niehstan,siðe,ic,geneðde,fela,,,,,,
2511,guða,on,geogoðe,gyt,ic,wylle,,,,,
2512,frod,folces,weard,fæhðe,secan,,,,,,
2513,mærðu,fremman,gif,mec,se,mansceaða,,,,,
2514,of,eorðsele,ut,geseceð,,,,,,,
2515,gegrette,ða,gumena,gehwylcne,,,,,,,
2516,hwate,helmberend,hindeman,siðe,,,,,,,
2517,swæse,gesiðas,nolde,ic,sweord,beran,,,,,
2518,wæpen,to,wyrme,gif,ic,wiste,hu,,,,
2519,wið,ðam,aglæcean,elles,meahte,,,,,,
2520,gylpe,wiðgripan,swa,ic,gio,wið,grendle,dyde,,,
2521,ac,ic,ðær,heaðufyres,hates,wene,,,,,
2522,oreðes,ond,attres,forðon,ic,me,on,hafu,,,
2523,bord,ond,byrnan,nelle,ic,beorges,weard,,,,
2524,forfleon,fotes,trem,ac,unc,furður,sceal,,,,
2525,weorðan,æt,wealle,swa,unc,wyrd,geteoð,,,,
2526,metod,manna,gehwæs,ic,eom,on,mode,from,,,
2527,þæt,ic,wið,þone,guðflogan,gylp,ofersitte,,,,
2528,gebide,ge,on,beorge,byrnum,werede,,,,,
2529,secgas,on,searwum,hwæðer,sel,mæge,,,,,
2530,æfter,wælræse,wunde,gedygan,,,,,,,
2531,uncer,twega,nis,þæt,eower,sið,,,,,
2532,ne,gemet,mannes,nefne,min,anes,,,,,
2533,þæt,he,wið,aglæcean,eofoðo,dæle,,,,,
2534,eorlscype,efne,ic,mid,elne,sceall,,,,,
2535,gold,gegangan,oððe,guð,nimeð,,,,,,
2536,feorhbealu,frecne,frean,eowerne,,,,,,,
2537,aras,ða,bi,ronde,rof,oretta,,,,,
2538,heard,under,helme,hiorosercean,bær,,,,,,
2539,under,stancleofu,strengo,getruwode,,,,,,,
2540,anes,mannes,ne,bið,swylc,earges,sið,,,,
2541,geseah,ða,be,wealle,se,ðe,worna,fela,,,
2542,gumcystum,god,guða,gedigde,,,,,,,
2543,hildehlemma,þonne,hnitan,feðan,,,,,,,
2544,stondan,stanbogan,stream,ut,þonan,,,,,,
2545,brecan,of,beorge,wæs,þære,burnan,wælm,,,,
2546,heaðofyrum,hat,ne,meahte,horde,neah,,,,,
2547,unbyrnende,ænige,hwile,,,,,,,,
2548,deop,gedygan,for,dracan,lege,,,,,,
2549,let,ða,of,breostum,ða,he,gebolgen,wæs,,,
2550,wedergeata,leod,word,ut,faran,,,,,,
2551,stearcheort,styrmde,stefn,in,becom,,,,,,
2552,heaðotorht,hlynnan,under,harne,stan,,,,,,
2553,hete,wæs,onhrered,hordweard,oncniow,,,,,,
2554,mannes,reorde,næs,ðær,mara,fyrst,,,,,
2555,freode,to,friclan,from,ærest,cwom,,,,,
2556,oruð,aglæcean,ut,of,stane,,,,,,
2557,hat,hildeswat,hruse,dynede,,,,,,,
2558,biorn,under,beorge,bordrand,onswaf,,,,,,
2559,wið,ðam,gryregieste,geata,dryhten,,,,,,
2560,ða,wæs,hringbogan,heorte,gefysed,,,,,,
2561,sæcce,to,seceanne,sweord,ær,gebræd,,,,,
2562,god,guðcyning,gomele,lafe,,,,,,,
2563,ecgum,unslaw,æghwæðrum,wæs,,,,,,,
2564,bealohycgendra,broga,fram,oðrum,,,,,,,
2565,stiðmod,gestod,wið,steapne,rond,,,,,,
2566,winia,bealdor,ða,se,wyrm,gebeah,,,,,
2567,snude,tosomne,he,on,searwum,bad,,,,,
2568,gewat,ða,byrnende,gebogen,scriðan,,,,,,
2569,to,gescipe,scyndan,scyld,wel,gebearg,,,,,
2570,life,ond,lice,læssan,hwile,,,,,,
2571,mærum,þeodne,þonne,his,myne,sohte,,,,,
2572,ðær,he,þy,fyrste,forman,dogore,,,,,
2573,wealdan,moste,swa,him,wyrd,ne,gescraf,,,,
2574,hreð,æt,hilde,hond,up,abræd,,,,,
2575,geata,dryhten,gryrefahne,sloh,,,,,,,
2576,incgelafe,þæt,sio,ecg,gewac,,,,,,
2577,brun,on,bane,bat,unswiðor,,,,,,
2578,þonne,his,ðiodcyning,þearfe,hæfde,,,,,,
2579,bysigum,gebæded,þa,wæs,beorges,weard,,,,,
2580,æfter,heaðuswenge,on,hreoum,mode,,,,,,
2581,wearp,wælfyre,wide,sprungon,,,,,,,
2582,hildeleoman,hreðsigora,ne,gealp,,,,,,,
2583,goldwine,geata,guðbill,geswac,,,,,,,
2584,nacod,æt,niðe,swa,hyt,no,sceolde,,,,
2585,iren,ærgod,ne,wæs,þæt,eðe,sið,,,,
2586,þæt,se,mæra,maga,ecgðeowes,,,,,,
2587,grundwong,þone,ofgyfan,wolde,,,,,,,
2588,sceolde,ofer,willan,wic,eardian,,,,,,
2589,elles,hwergen,swa,sceal,æghwylc,mon,,,,,
2590,alætan,lændagas,næs,ða,long,to,ðon,,,,
2591,þæt,ða,aglæcean,hy,eft,gemetton,,,,,
2592,hyrte,hyne,hordweard,hreðer,æðme,weoll,,,,,
2593,niwan,stefne,nearo,ðrowode,,,,,,,
2594,fyre,befongen,se,ðe,ær,folce,weold,,,,
2595,nealles,him,on,heape,handgesteallan,,,,,,
2596,æðelinga,bearn,ymbe,gestodon,,,,,,,
2597,hildecystum,ac,hy,on,holt,bugon,,,,,
2598,ealdre,burgan,hiora,in,anum,weoll,,,,,
2599,sefa,wið,sorgum,sibb,æfre,ne,mæg,,,,
2600,wiht,onwendan,þam,ðe,wel,þenceð,,,,,
2601,wiglaf,wæs,haten,weoxstanes,sunu,,,,,,
2602,leoflic,lindwiga,leod,scylfinga,,,,,,,
2603,mæg,ælfheres,geseah,his,mondryhten,,,,,,
2604,under,heregriman,hat,þrowian,,,,,,,
2605,gemunde,ða,ða,are,þe,he,him,ær,forgeaf,,
2606,wicstede,weligne,wægmundinga,,,,,,,,
2607,folcrihta,gehwylc,swa,his,fæder,ahte,,,,,
2608,ne,mihte,ða,forhabban,hond,rond,gefeng,,,,
2609,geolwe,linde,gomel,swyrd,geteah,,,,,,
2610,þæt,wæs,mid,eldum,eanmundes,laf,,,,,
2611,suna,ohteres,þam,æt,sæcce,wearð,,,,,
2612,wræccan,wineleasum,weohstan,bana,,,,,,,
2613,meces,ecgum,ond,his,magum,ætbær,,,,,
2614,brunfagne,helm,hringde,byrnan,,,,,,,
2615,eald,sweord,etonisc,þæt,him,onela,forgeaf,,,,
2616,his,gædelinges,guðgewædu,,,,,,,,
2617,fyrdsearo,fuslic,no,ymbe,ða,fæhðe,spræc,,,,
2618,þeah,ðe,he,his,broðor,bearn,abredwade,,,,
2619,he,frætwe,geheold,fela,missera,,,,,,
2620,bill,ond,byrnan,oððæt,his,byre,mihte,,,,
2621,eorlscipe,efnan,swa,his,ærfæder,,,,,,
2622,geaf,him,ða,mid,geatum,guðgewæda,,,,,
2623,æghwæs,unrim,þa,he,of,ealdre,gewat,,,,
2624,frod,on,forðweg,þa,wæs,forma,sið,,,,
2625,geongan,cempan,þæt,he,guðe,ræs,,,,,
2626,mid,his,freodryhtne,fremman,sceolde,,,,,,
2627,ne,gemealt,him,se,modsefa,ne,his,mæges,laf,,
2628,gewac,æt,wige,þæt,se,wyrm,onfand,,,,
2629,syððan,hie,togædre,gegan,hæfdon,,,,,,
2630,wiglaf,maðelode,wordrihta,fela,,,,,,,
2631,sægde,gesiðum,him,wæs,sefa,geomor,,,,,
2632,ic,ðæt,mæl,geman,þær,we,medu,þegun,,,
2633,þonne,we,geheton,ussum,hlaforde,,,,,,
2634,in,biorsele,ðe,us,ðas,beagas,geaf,,,,
2635,þæt,we,him,ða,guðgetawa,gyldan,woldon,,,,
2636,gif,him,þyslicu,þearf,gelumpe,,,,,,
2637,helmas,ond,heard,sweord,ðe,he,usic,on,herge,geceas,
2638,to,ðyssum,siðfate,sylfes,willum,,,,,,
2639,onmunde,usic,mærða,ond,me,þas,maðmas,geaf,,,
2640,þe,he,usic,garwigend,gode,tealde,,,,,
2641,hwate,helmberend,þeah,ðe,hlaford,us,,,,,
2642,þis,ellenweorc,ana,aðohte,,,,,,,
2643,to,gefremmanne,folces,hyrde,,,,,,,
2644,for,ðam,he,manna,mæst,mærða,gefremede,,,,
2645,dæda,dollicra,nu,is,se,dæg,cumen,,,,
2646,þæt,ure,mandryhten,mægenes,behofað,,,,,,
2647,godra,guðrinca,wutun,gongan,to,,,,,,
2648,helpan,hildfruman,þenden,hyt,sy,,,,,,
2649,gledegesa,grim,god,wat,on,mec,,,,,
2650,þæt,me,is,micle,leofre,þæt,minne,lichaman,,,
2651,mid,minne,goldgyfan,gled,fæðmie,,,,,,
2652,ne,þynceð,me,gerysne,þæt,we,rondas,beren,,,
2653,eft,to,earde,nemne,we,æror,mægen,,,,
2654,fane,gefyllan,feorh,ealgian,,,,,,,
2655,wedra,ðeodnes,ic,wat,geare,,,,,,
2656,þæt,næron,ealdgewyrht,þæt,he,ana,scyle,,,,
2657,geata,duguðe,gnorn,þrowian,,,,,,,
2658,gesigan,æt,sæcce,urum,sceal,sweord,ond,helm,,,
2659,byrne,ond,beaduscrud,bam,gemæne,,,,,,
2660,wod,þa,þurh,þone,wælrec,wigheafolan,bær,,,,
2661,frean,on,fultum,fea,worda,cwæð,,,,,
2662,leofa,biowulf,læst,eall,tela,,,,,,
2663,swa,ðu,on,geoguðfeore,geara,gecwæde,,,,,
2664,þæt,ðu,ne,alæte,be,ðe,lifigendum,,,,
2665,dom,gedreosan,scealt,nu,dædum,rof,,,,,
2666,æðeling,anhydig,ealle,mægene,,,,,,,
2667,feorh,ealgian,ic,ðe,fullæstu,,,,,,
2668,æfter,ðam,wordum,wyrm,yrre,cwom,,,,,
2669,atol,inwitgæst,oðre,siðe,,,,,,,
2670,fyrwylmum,fah,fionda,niosian,,,,,,,
2671,laðra,manna,ligyðum,for,,,,,,,
2672,born,bord,wið,rond,byrne,ne,meahte,,,,
2673,geongum,garwigan,geoce,gefremman,,,,,,,
2674,ac,se,maga,geonga,under,his,mæges,scyld,,,
2675,elne,geeode,þa,his,agen,wæs,,,,,
2676,gledum,forgrunden,þa,gen,guðcyning,,,,,,
2677,mærða,gemunde,mægenstrengo,sloh,,,,,,,
2678,hildebille,þæt,hyt,on,heafolan,stod,,,,,
2679,niþe,genyded,nægling,forbærst,,,,,,,
2680,geswac,æt,sæcce,sweord,biowulfes,,,,,,
2681,gomol,ond,grægmæl,him,þæt,gifeðe,ne,wæs,,,
2682,þæt,him,irenna,ecge,mihton,,,,,,
2683,helpan,æt,hilde,wæs,sio,hond,to,strong,,,
2684,se,ðe,meca,gehwane,mine,gefræge,,,,,
2685,swenge,ofersohte,þonne,he,to,sæcce,bær,,,,
2686,wæpen,wundrum,heard,næs,him,wihte,ðe,sel,,,
2687,þa,wæs,þeodsceaða,þriddan,siðe,,,,,,
2688,frecne,fyrdraca,fæhða,gemyndig,,,,,,,
2689,ræsde,on,ðone,rofan,þa,him,rum,ageald,,,
2690,hat,ond,heaðogrim,heals,ealne,ymbefeng,,,,,
2691,biteran,banum,he,geblodegod,wearð,,,,,,
2692,sawuldriore,swat,yðum,weoll,,,,,,,
2693,ða,ic,æt,þearfe,gefrægn,þeodcyninges,,,,,
2694,andlongne,eorl,ellen,cyðan,,,,,,,
2695,cræft,ond,cenðu,swa,him,gecynde,wæs,,,,
2696,ne,hedde,he,þæs,heafolan,ac,sio,hand,gebarn,,
2697,modiges,mannes,þær,he,his,mæges,healp,,,,
2698,þæt,he,þone,niðgæst,nioðor,hwene,sloh,,,,
2699,secg,on,searwum,þæt,ðæt,sweord,gedeaf,,,,
2700,fah,ond,fæted,þæt,ðæt,fyr,ongon,,,,
2701,sweðrian,syððan,þa,gen,sylf,cyning,,,,,
2702,geweold,his,gewitte,wællseaxe,gebræd,,,,,,
2703,biter,ond,beaduscearp,þæt,he,on,byrnan,wæg,,,
2704,forwrat,wedra,helm,wyrm,on,middan,,,,,
2705,feond,gefyldan,ferh,ellen,wræc,,,,,,
2706,ond,hi,hyne,þa,begen,abroten,hæfdon,,,,
2707,sibæðelingas,swylc,sceolde,secg,wesan,,,,,,
2708,þegn,æt,ðearfe,þæt,ðam,þeodne,wæs,,,,
2709,siðast,sigehwila,sylfes,dædum,,,,,,,
2710,worlde,geweorces,ða,sio,wund,ongon,,,,,
2711,þe,him,se,eorðdraca,ær,geworhte,,,,,
2712,swelan,ond,swellan,he,þæt,sona,onfand,,,,
2713,þæt,him,on,breostum,bealoniðe,weoll,,,,,
2714,attor,on,innan,ða,se,æðeling,giong,,,,
2715,þæt,he,bi,wealle,wishycgende,,,,,,
2716,gesæt,on,sesse,seah,on,enta,geweorc,,,,
2717,hu,ða,stanbogan,stapulum,fæste,,,,,,
2718,ece,eorðreced,innan,healde,,,,,,,
2719,hyne,þa,mid,handa,heorodreorigne,,,,,,
2720,þeoden,mærne,þegn,ungemete,till,,,,,,
2721,winedryhten,his,wætere,gelafede,,,,,,,
2722,hilde,sædne,ond,his,helm,onspeon,,,,,
2723,biowulf,maþelode,he,ofer,benne,spræc,,,,,
2724,wunde,wælbleate,wisse,he,gearwe,,,,,,
2725,þæt,he,dæghwila,gedrogen,hæfde,,,,,,
2726,eorðan,wynne,ða,wæs,eall,sceacen,,,,,
2727,dogorgerimes,deað,ungemete,neah,,,,,,,
2728,nu,ic,suna,minum,syllan,wolde,,,,,
2729,guðgewædu,þær,me,gifeðe,swa,,,,,,
2730,ænig,yrfeweard,æfter,wurde,,,,,,,
2731,lice,gelenge,ic,ðas,leode,heold,,,,,
2732,fiftig,wintra,næs,se,folccyning,,,,,,
2733,ymbesittendra,ænig,ðara,,,,,,,,
2734,þe,mec,guðwinum,gretan,dorste,,,,,,
2735,egesan,ðeon,ic,on,earde,bad,,,,,
2736,mælgesceafta,heold,min,tela,,,,,,,
2737,ne,sohte,searoniðas,ne,me,swor,fela,,,,
2738,aða,on,unriht,ic,ðæs,ealles,mæg,,,,
2739,feorhbennum,seoc,gefean,habban,,,,,,,
2740,for,ðam,me,witan,ne,ðearf,waldend,fira,,,
2741,morðorbealo,maga,þonne,min,sceaceð,,,,,,
2742,lif,of,lice,nu,ðu,lungre,geong,,,,
2743,hord,sceawian,under,harne,stan,,,,,,
2744,wiglaf,leofa,nu,se,wyrm,ligeð,,,,,
2745,swefeð,sare,wund,since,bereafod,,,,,,
2746,bio,nu,on,ofoste,þæt,ic,ærwelan,,,,
2747,goldæht,ongite,gearo,sceawige,,,,,,,
2748,swegle,searogimmas,þæt,ic,ðy,seft,mæge,,,,
2749,æfter,maððumwelan,min,alætan,,,,,,,
2750,lif,ond,leodscipe,þone,ic,longe,heold,,,,
2751,ða,ic,snude,gefrægn,sunu,wihstanes,,,,,
2752,æfter,wordcwydum,wundum,dryhtne,,,,,,,
2753,hyran,heaðosiocum,hringnet,beran,,,,,,,
2754,brogdne,beadusercean,under,beorges,hrof,,,,,,
2755,geseah,ða,sigehreðig,þa,he,bi,sesse,geong,,,
2756,magoþegn,modig,maððumsigla,fealo,,,,,,,
2757,gold,glitinian,grunde,getenge,,,,,,,
2758,wundur,on,wealle,ond,þæs,wyrmes,denn,,,,
2759,ealdes,uhtflogan,orcas,stondan,,,,,,,
2760,fyrnmanna,fatu,feormendlease,,,,,,,,
2761,hyrstum,behrorene,þær,wæs,helm,monig,,,,,
2762,eald,ond,omig,earmbeaga,fela,,,,,,
2763,searwum,gesæled,sinc,eaðe,mæg,,,,,,
2764,gold,on,grunde,gumcynnes,gehwone,,,,,,
2765,oferhigian,hyde,se,ðe,wylle,,,,,,
2766,swylce,he,siomian,geseah,segn,eallgylden,,,,,
2767,heah,ofer,horde,hondwundra,mæst,,,,,,
2768,gelocen,leoðocræftum,of,ðam,leoma,stod,,,,,
2769,þæt,he,þone,grundwong,ongitan,meahte,,,,,
2770,wræte,giondwlitan,næs,ðæs,wyrmes,þær,,,,,
2771,onsyn,ænig,ac,hyne,ecg,fornam,,,,,
2772,ða,ic,on,hlæwe,gefrægn,hord,reafian,,,,
2773,eald,enta,geweorc,anne,mannan,,,,,,
2774,him,on,bearm,hladon,bunan,ond,discas,,,,
2775,sylfes,dome,segn,eac,genom,,,,,,
2776,beacna,beorhtost,bill,ær,gescod,,,,,,
2777,ecg,wæs,iren,ealdhlafordes,,,,,,,
2778,þam,ðara,maðma,mundbora,wæs,,,,,,
2779,longe,hwile,ligegesan,wæg,,,,,,,
2780,hatne,for,horde,hioroweallende,,,,,,,
2781,middelnihtum,oðþæt,he,morðre,swealt,,,,,,
2782,ar,wæs,on,ofoste,eftsiðes,georn,,,,,
2783,frætwum,gefyrðred,hyne,fyrwet,bræc,,,,,,
2784,hwæðer,collenferð,cwicne,gemette,,,,,,,
2785,in,ðam,wongstede,wedra,þeoden,,,,,,
2786,ellensiocne,þær,he,hine,ær,forlet,,,,,
2787,he,ða,mid,þam,maðmum,mærne,þioden,,,,
2788,dryhten,sinne,driorigne,fand,,,,,,,
2789,ealdres,æt,ende,he,hine,eft,ongon,,,,
2790,wæteres,weorpan,oðþæt,wordes,ord,,,,,,
2791,breosthord,þurhbræc,,,,,,,,,
2792,gomel,on,giohðe,gold,sceawode,,,,,,
2793,ic,ðara,frætwa,frean,ealles,ðanc,,,,,
2794,wuldurcyninge,wordum,secge,,,,,,,,
2795,ecum,dryhtne,þe,ic,her,on,starie,,,,
2796,þæs,ðe,ic,moste,minum,leodum,,,,,
2797,ær,swyltdæge,swylc,gestrynan,,,,,,,
2798,nu,ic,on,maðma,hord,mine,bebohte,,,,
2799,frode,feorhlege,fremmað,gena,,,,,,,
2800,leoda,þearfe,ne,mæg,ic,her,leng,wesan,,,
2801,hatað,heaðomære,hlæw,gewyrcean,,,,,,,
2802,beorhtne,æfter,bæle,æt,brimes,nosan,,,,,
2803,se,scel,to,gemyndum,minum,leodum,,,,,
2804,heah,hlifian,on,hronesnæsse,,,,,,,
2805,þæt,hit,sæliðend,syððan,hatan,,,,,,
2806,biowulfes,biorh,ða,ðe,brentingas,,,,,,
2807,ofer,floda,genipu,feorran,drifað,,,,,,
2808,dyde,him,of,healse,hring,gyldenne,,,,,
2809,þioden,þristhydig,þegne,gesealde,,,,,,,
2810,geongum,garwigan,goldfahne,helm,,,,,,,
2811,beah,ond,byrnan,het,hyne,brucan,well,,,,
2812,þu,eart,endelaf,usses,cynnes,,,,,,
2813,wægmundinga,ealle,wyrd,forsweop,,,,,,,
2814,mine,magas,to,metodsceafte,,,,,,,
2815,eorlas,on,elne,ic,him,æfter,sceal,,,,
2816,þæt,wæs,þam,gomelan,gingæste,word,,,,,
