,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2004,life,and,limb,loses,i,avenged,,,,,,,,,,,,,
2005,so,no,earthly,offspring,of,grendels,,,,,,,,,,,,,
2006,need,ever,boast,of,that,bout,before,dawn,,,,,,,,,,,
2007,no,matter,know,long,the,last,of,his,evil,,,,,,,,,,
2008,family,survives,when,i,first,landed,,,,,,,,,,,,,
2009,i,hastened,to,the,ringhall,and,saluted,hrothgar,2010,,,,,,,,,,
2010,once,he,had,discovered,why,i,had,come,,,,,,,,,,,
2011,the,son,of,halfdane,sent,me,immediately,,,,,,,,,,,,
2012,to,sit,with,his,own,sons,on,the,bench,,,,,,,,,,
2013,it,was,a,happy,gathering,in,my,whole,life,,,,,,,,,,
2014,i,have,never,seen,mead,enjoyed,more,,,,,,,,,,,,
2015,in,any,hall,on,earth,sometimes,the,queen,,,,,,,,,,,
2016,herself,appeared,peacepledge,between,nations,,,,,,,,,,,,,,
2017,to,hearten,the,young,ones,and,hand,out,,,,,,,,,,,
2018,a,torque,to,a,warrior,then,take,her,place,,,,,,,,,,
2019,sometimes,hrothgars,daughter,distributed,2020,,,,,,,,,,,,,,
2020,ale,to,older,ranks,in,order,on,the,benches,,,,,,,,,,
2021,i,heard,the,company,call,her,freawaru,,,,,,,,,,,,
2022,as,she,made,her,rounds,presenting,men,,,,,,,,,,,,
2023,with,the,gemstudded,bowl,young,bridetobe,,,,,,,,,,,,,
2024,to,the,gracious,ingeld,in,her,goldrimmed,attire,,,,,,,,,,,
2025,the,friend,of,the,shieldings,favors,her,betrothal,,,,,,,,,,,
2026,the,guardian,of,the,kingdom,sees,good,in,it,,,,,,,,,,
2027,and,hoped,this,woman,will,heal,old,wounds,,,,,,,,,,,
2028,and,grievous,feuds,but,generally,the,spear,,,,,,,,,,,,
2029,is,prompt,to,retaliate,when,a,prince,is,killed,2030,,,,,,,,,
2030,no,matter,how,admirable,the,bride,may,be,,,,,,,,,,,
2031,think,how,the,heathobards,will,be,bound,to,feel,,,,,,,,,,
2032,their,lord,ingeld,and,his,loyal,thanes,,,,,,,,,,,,
2033,when,he,walks,in,with,that,woman,to,the,feast,,,,,,,,,
2034,danes,are,at,the,table,being,entertained,,,,,,,,,,,,
2035,honored,guest,in,glittering,regalia,,,,,,,,,,,,,,
2036,burnished,ringmail,that,was,their,hosts,birthright,,,,,,,,,,,,
2037,looted,when,the,heathobards,could,no,longer,wield,,,,,,,,,,,
2038,their,weapons,in,the,shieldclash,when,they,went,down,,,,,,,,,,
2039,with,their,beloved,comrades,and,forfeited,their,lives,2040,,,,,,,,,,
2040,then,an,old,spearman,will,speak,while,they,are,drinking,,,,,,,,,
2041,having,glimpsed,some,heirloom,that,brings,alive,,,,,,,,,,,,
2042,memories,of,the,massacre,his,mood,will,darken,,,,,,,,,,,
2043,and,heartstricken,in,the,stress,of,his,emotion,,,,,,,,,,,
2044,he,will,begin,to,test,a,youngmans,temper,,,,,,,,,,,
2045,and,stir,up,trouble,starting,like,this,,,,,,,,,,,,
2046,now,my,friend,dont,you,recognize,,,,,,,,,,,,,
2047,your,fathers,sword,his,favorite,weapon,,,,,,,,,,,,,
2048,then,one,he,wore,when,he,went,out,in,his,warmask,,,,,,,,
2049,to,face,the,danes,on,that,final,day,2050,,,,,,,,,,
2050,after,wethergeld,died,and,his,men,were,doomed,,,,,,,,,,,
2051,the,shieldings,quickly,took,the,field,,,,,,,,,,,,,
2052,and,now,heres,the,son,of,one,or,other,,,,,,,,,,
2053,of,those,same,killers,coming,through,our,hall,,,,,,,,,,,
2054,overbearing,us,mouthing,boasts,,,,,,,,,,,,,,,
2055,and,rigged,in,armor,that,by,right,is,yours,,,,,,,,,,
2056,and,so,he,keeps,on,recalling,and,accusing,,,,,,,,,,,
2057,working,things,up,with,bitter,words,,,,,,,,,,,,,
2058,until,one,of,the,ladys,retainers,lies,,,,,,,,,,,,
2059,spattered,in,blood,split,open,2060,,,,,,,,,,,,,
2060,on,his,fathers,account,the,killer,knows,,,,,,,,,,,,
2061,the,lie,of,the,land,and,escaped,with,his,life,,,,,,,,,
2062,then,on,both,sides,the,oathbound,lords,,,,,,,,,,,,
2063,will,break,the,peace,a,passionate,hate,,,,,,,,,,,,
2064,will,build,up,in,ingeld,and,love,for,his,bride,,,,,,,,,
2065,will,falter,in,him,as,the,feud,rankles,,,,,,,,,,,
2066,i,therefore,suspect,the,good,faith,of,the,heathobards,,,,,,,,,,
2067,the,truth,of,their,friendship,and,the,trustworthiness,,,,,,,,,,,
2068,of,their,alliance,with,the,danes,but,now,my,lord,,,,,,,,,
2069,i,shall,carry,on,with,my,account,of,grendel,2070,,,,,,,,,
2070,the,whole,story,of,everything,that,happened,,,,,,,,,,,,
2071,in,the,handtohand,fight,after,heavens,gem,,,,,,,,,,,,
2072,had,gone,mildly,to,earth,that,maddened,spirit,,,,,,,,,,,
2073,the,terror,of,those,twilights,came,to,attack,us,,,,,,,,,,
2074,where,we,stood,guard,still,safe,inside,the,hall,,,,,,,,,,
2075,there,deadly,violence,came,down,on,handscio,,,,,,,,,,,,
2076,and,he,fell,as,fate,ordained,the,first,to,perish,,,,,,,,,
2077,rigged,out,for,the,combat,a,comrade,from,our,ranks,,,,,,,,,
2078,had,come,to,grief,in,grendels,maw,,,,,,,,,,,,
2079,he,ate,up,the,entire,body,2080,,,,,,,,,,,,
2080,there,was,blood,on,his,teeth,he,was,bloated,and,furious,,,,,,,,
2081,all,roused,up,yet,still,unready,,,,,,,,,,,,,
2082,to,leave,the,hall,emptyhanded,,,,,,,,,,,,,,
2083,renowned,for,his,might,he,matched,himself,against,me,,,,,,,,,,
2084,wildly,reaching,he,had,this,roomy,pouch,,,,,,,,,,,,
2085,a,strange,accoutrement,intricately,strung,,,,,,,,,,,,,,
2086,and,hung,at,the,ready,a,rare,patchwork,,,,,,,,,,,
2087,of,devilishly,fitting,dragonskins,,,,,,,,,,,,,,,
2088,i,had,done,him,no,wrong,yet,the,raging,demon,,,,,,,,,
2089,wanted,to,cram,me,and,many,another,2090,,,,,,,,,,,
2090,into,this,bagbut,it,was,not,to,be,,,,,,,,,,,
2091,once,i,got,to,my,feet,in,a,blind,fury,,,,,,,,,
2092,it,would,take,too,long,to,tell,how,i,repaid,,,,,,,,,
2093,the,terror,of,the,land,for,every,life,he,took,,,,,,,,,
2094,and,so,won,credit,for,you,my,king,,,,,,,,,,,
2095,and,for,all,your,people,and,although,he,got,away,,,,,,,,,
2096,to,enjoy,lifes,sweetness,for,a,while,longer,,,,,,,,,,,
2097,his,right,hand,stayed,behind,him,in,heorot,,,,,,,,,,,
2098,evidence,of,his,miserable,overthrow,,,,,,,,,,,,,,
2099,as,he,dived,into,murk,on,the,mere,bottom,2100,,,,,,,,,
2100,i,got,lavish,rewards,from,the,lord,of,the,danes,,,,,,,,,
2101,for,my,part,in,the,battle,beaten,gold,,,,,,,,,,,
2102,and,much,else,once,morning,came,,,,,,,,,,,,,
2103,and,we,took,our,places,at,the,banquet,table,,,,,,,,,,
2104,there,was,singing,and,excitement,an,old,reciter,,,,,,,,,,,
2105,a,carrier,of,stories,recalled,the,early,days,,,,,,,,,,,
2106,at,times,some,hero,made,the,timbered,harp,,,,,,,,,,,
2107,tremble,with,sweetness,or,related,true,,,,,,,,,,,,,
2108,and,tragic,happenings,at,times,the,king,,,,,,,,,,,,
2109,gave,the,proper,turn,to,some,fantastic,tale,2110,,,,,,,,,,
2110,or,a,battlescarred,veteran,bowed,with,age,,,,,,,,,,,,
2111,would,begin,to,remember,the,martial,deeds,,,,,,,,,,,,
2112,of,his,youth,and,prime,and,be,overcome,,,,,,,,,,,
2113,as,the,past,welled,up,in,his,wintry,heart,,,,,,,,,,
2114,we,were,happy,there,the,whole,day,long,,,,,,,,,,,
2115,and,enjoyed,our,time,until,another,night,,,,,,,,,,,,
2116,descended,upon,us,then,suddenly,,,,,,,,,,,,,,
2117,the,vehement,mother,avenged,her,son,,,,,,,,,,,,,
2118,and,wreaked,destruction,death,had,robbed,her,,,,,,,,,,,,
2119,geats,had,slain,grendel,so,his,ghastly,dam,2120,,,,,,,,,,
2120,struck,back,and,with,barefaced,defiance,,,,,,,,,,,,,
2121,laid,a,man,low,thus,life,departed,,,,,,,,,,,,
2122,from,the,sage,auschere,an,elder,wise,in,council,,,,,,,,,,
2123,but,afterwards,on,the,morning,following,,,,,,,,,,,,,
2124,the,danes,could,not,burn,the,dead,body,,,,,,,,,,,
2125,nor,lay,the,remains,of,the,man,they,loved,,,,,,,,,,
2126,on,his,funeral,pyre,she,had,fled,with,the,corpse,,,,,,,,,
2127,and,taken,refuge,beneath,torrents,on,the,mountain,,,,,,,,,,,
2128,it,was,a,hard,blow,for,hrothgar,to,bear,,,,,,,,,,
2129,harder,than,any,he,had,undergone,before,2130,,,,,,,,,,,
2130,and,so,the,heartsore,king,beseeched,me,,,,,,,,,,,,
2131,in,your,royal,name,to,take,my,chances,,,,,,,,,,,
2132,underwater,to,win,glory,,,,,,,,,,,,,,,
2133,and,prove,my,worth,he,promised,me,rewards,,,,,,,,,,,
2134,hence,as,is,well,known,i,went,to,my,encounter,,,,,,,,,
2135,with,the,terrormonger,at,the,bottom,of,the,tarn,,,,,,,,,,
2136,for,a,while,it,was,handtohand,between,us,,,,,,,,,,,
2137,then,blood,went,curdling,along,the,currents,,,,,,,,,,,,
2138,and,i,beheaded,grendels,mother,in,the,hall,,,,,,,,,,,
2139,with,a,mighty,sword,i,barely,managed,2140,,,,,,,,,,,
2140,to,escape,with,my,life,my,time,had,not,yet,come,,,,,,,,
2141,but,halfdanes,heir,the,shelter,of,those,earls,,,,,,,,,,,
2142,again,endowed,me,with,gifts,in,abundance,,,,,,,,,,,,
2143,thus,the,king,acted,with,due,custom,,,,,,,,,,,,
2144,i,was,paid,and,recompensed,completely,,,,,,,,,,,,,
2145,given,full,measure,and,the,freedom,to,choose,,,,,,,,,,,
2146,from,hrothgars,treasures,by,hrothgar,himself,,,,,,,,,,,,,
2147,these,king,hygelac,i,am,happy,to,present,,,,,,,,,,,
2148,to,you,as,gifts,it,is,still,upon,your,grace,,,,,,,,,
2149,that,all,favor,depends,i,have,few,kinsman,2150,,,,,,,,,,
2150,who,are,close,my,king,except,for,your,kind,self,,,,,,,,,
2151,then,he,order,the,boarframed,standard,to,be,brought,,,,,,,,,,
2152,the,battletopping,helmet,the,mailshirt,gray,as,hoarfrost,,,,,,,,,,,
2153,and,the,precious,warsword,and,proceeded,with,his,speech,,,,,,,,,,
2154,when,hrothgar,presented,this,wargear,to,me,,,,,,,,,,,,
2155,he,instructed,my,lord,to,give,you,some,account,,,,,,,,,,
2156,of,why,it,signifies,his,special,favor,,,,,,,,,,,,
2157,he,said,it,had,belonged,to,his,older,brother,,,,,,,,,,
2158,king,heorogar,who,had,long,kept,it,,,,,,,,,,,,
2159,but,that,heorogar,had,never,bequeathed,it,2160,,,,,,,,,,,
2160,to,his,son,heoroweard,that,worthy,scion,,,,,,,,,,,,
2161,loyal,as,he,was,enjoy,it,well,,,,,,,,,,,,
2162,i,heard,four,horses,were,handed,over,next,,,,,,,,,,,
2163,beowulf,bestowed,four,bay,steeds,,,,,,,,,,,,,,
2164,to,go,with,the,armor,swift,gallopers,,,,,,,,,,,,
2165,all,alike,so,ought,a,kinsman,act,,,,,,,,,,,,
2166,instead,of,plotting,and,planning,in,secret,,,,,,,,,,,,
2167,to,bring,people,to,grief,or,conspiring,to,arrange,,,,,,,,,,
2168,the,death,of,comrades,the,warrior,king,,,,,,,,,,,,
2169,was,uncle,to,beowulf,and,honored,by,his,nephew,2170,,,,,,,,,
2170,each,was,concerned,for,the,others,good,,,,,,,,,,,,
2171,i,heard,he,presented,hygd,with,a,gorget,,,,,,,,,,,
2172,the,priceless,torque,that,the,princes,daughter,,,,,,,,,,,,
2173,wealhtheow,had,given,him,and,three,horses,,,,,,,,,,,,
2174,supple,creatures,brilliantly,saddled,,,,,,,,,,,,,,,
2175,the,bright,necklace,would,be,luminous,on,hygds,breast,,,,,,,,,,
2176,thus,beowuld,bore,himself,with,valor,,,,,,,,,,,,,
2177,he,was,formidable,in,battle,yet,behaved,with,honor,,,,,,,,,,
2178,and,took,no,advantage,never,cut,down,,,,,,,,,,,,
2179,a,comrade,who,was,drunk,kept,his,temper,2180,,,,,,,,,,
2180,and,warrior,that,he,was,watched,and,controlled,,,,,,,,,,,
2181,his,godsent,strength,and,his,outstanding,,,,,,,,,,,,,
2182,natural,powers,he,had,been,poorly,regarded,,,,,,,,,,,,
2183,for,a,long,time,was,taken,by,the,geats,,,,,,,,,,
2184,for,less,than,he,was,worth,and,their,lord,too,,,,,,,,,
2185,had,never,much,esteemed,him,in,the,meadhall,,,,,,,,,,,
2186,they,firmly,believed,that,he,lacked,force,,,,,,,,,,,,
2187,that,the,prince,was,a,weakling,but,presently,,,,,,,,,,,
2188,every,affront,to,his,deserving,was,reversed,,,,,,,,,,,,
2189,the,battlefamed,king,bulwark,of,his,earls,2190,,,,,,,,,,,
2190,ordered,a,goldchased,heirloom,of,hrethels,,,,,,,,,,,,,
2191,to,be,brought,in,it,was,the,best,example,,,,,,,,,,
2192,of,a,gemstudded,sword,in,the,geat,treasury,,,,,,,,,,,
2193,this,he,laid,on,beowulfs,lap,,,,,,,,,,,,,
2194,and,then,rewarded,him,with,land,as,well,,,,,,,,,,,
2195,seven,thousand,hides,and,a,hall,and,a,throne,,,,,,,,,,
2196,both,owned,land,by,birth,in,that,country,,,,,,,,,,,
2197,ancestral,ground,but,the,greater,right,,,,,,,,,,,,,
2198,and,sway,were,inherited,by,the,higher,born,,,,,,,,,,,
2199,a,lot,was,to,happen,in,later,days,2200,,,,,,,,,,
2200,in,the,fury,of,battle,hygelac,fell,,,,,,,,,,,,
2201,and,the,shelter,of,heardreds,shield,proved,useless,,,,,,,,,,,
2202,against,the,fierce,aggression,of,the,shylfings,,,,,,,,,,,,
2203,ruthless,swordsmen,seasoned,campaigners,,,,,,,,,,,,,,,
2204,they,came,against,him,and,his,conquering,nation,,,,,,,,,,,
2205,and,with,cruel,force,cut,him,down,,,,,,,,,,,,
2206,so,that,afterwards,the,wide,kingdom,,,,,,,,,,,,,
2207,reverted,to,beowulf,he,ruled,it,well,,,,,,,,,,,,
2208,for,fifty,winters,grew,old,and,wise,,,,,,,,,,,,
2209,as,warden,of,the,land,2210,until,one,began,,,,,,,,,,
2210,to,dominate,the,dark,a,dragon,on,the,prowl,,,,,,,,,,
2211,from,the,steep,vaults,of,a,stoneroofed,barrow,,,,,,,,,,,
2212,where,he,guarded,a,hoard,there,was,a,hidden,passage,,,,,,,,,
2213,unknown,to,men,but,someone,managed,,,,,,,,,,,,,
2214,to,enter,by,it,and,interfere,,,,,,,,,,,,,
2215,with,the,heathen,trove,he,had,handled,and,removed,,,,,,,,,,
2216,a,gemstudded,goblet,it,gained,him,nothing,,,,,,,,,,,,
2217,though,with,a,thiefs,wiles,he,had,outwitted,,,,,,,,,,,
2218,the,sleeping,dragon,that,drove,him,into,rage,,,,,,,,,,,
2219,as,the,people,of,that,country,would,soon,discover,2220,,,,,,,,,
2220,the,intruder,who,broached,the,dragons,treasure,,,,,,,,,,,,
2221,and,moved,him,to,wrath,had,never,meant,to,,,,,,,,,,
2222,it,was,desperation,on,the,part,of,a,slave,,,,,,,,,,
2223,fleeing,the,heavy,hand,of,some,master,,,,,,,,,,,,
2224,guiltridden,and,on,the,run,,,,,,,,,,,,,,
2225,going,to,ground,but,he,soon,began,,,,,,,,,,,,
2226,to,shake,with,terrorin,shock,,,,,,,,,,,,,,
2227,the,wretch,,,,,,,,,,,,,,,,,
2228,panicked,and,ran,,,,,,,,,,,,,,,,
2229,away,with,the,precious,2230,,,,,,,,,,,,,,
2230,metalwork,there,were,many,other,,,,,,,,,,,,,,
2231,heirlooms,heaped,inside,the,earthhouse,,,,,,,,,,,,,,
2232,because,long,ago,with,deliberate,care,,,,,,,,,,,,,
2233,somebody,now,forgotten,,,,,,,,,,,,,,,,
2234,had,buried,the,riches,of,a,highborn,race,,,,,,,,,,,
2235,in,this,ancient,cache,death,had,come,,,,,,,,,,,,
2236,and,taken,them,all,in,times,gone,by,,,,,,,,,,,
2237,and,the,only,one,left,to,tell,their,tale,,,,,,,,,,
2238,the,last,of,their,line,could,look,forward,to,nothing,,,,,,,,,
2239,but,the,same,fate,for,himself,he,foresaw,that,his,joy,2240,,,,,,,
2240,in,the,treasure,would,be,brief,a,newly,constructed,,,,,,,,,,
2241,barrow,stood,waiting,on,a,wide,headland,,,,,,,,,,,,
2242,close,to,the,waves,its,entryway,secured,,,,,,,,,,,,
2243,into,it,the,keeper,of,the,hoard,had,carried,,,,,,,,,,
2244,all,the,goods,and,golden,ware,,,,,,,,,,,,,
2245,worth,preserving,his,words,were,few,,,,,,,,,,,,,
2246,now,earth,hold,what,earls,once,held,,,,,,,,,,,,
2247,and,heroes,can,no,more,it,was,mined,from,you,first,,,,,,,,
2248,by,honorable,men,my,own,people,,,,,,,,,,,,,
2249,have,been,ruined,in,war,one,by,one,2250,,,,,,,,,,
2250,they,went,down,to,death,looked,their,last,,,,,,,,,,,
2251,on,sweet,life,in,the,hall,i,am,left,with,nobody,,,,,,,,
2252,to,bear,a,sword,or,burnish,plated,goblets,,,,,,,,,,,
2253,put,a,sheen,on,the,cup,the,companies,have,departed,,,,,,,,,
2254,the,hard,helmet,hasped,with,gold,,,,,,,,,,,,,
2255,will,be,stripped,of,its,hoops,and,the,helmetshiner,,,,,,,,,,
2256,who,should,polish,the,metal,of,the,warmask,sleeps,,,,,,,,,,
2257,the,coat,of,mail,that,came,through,all,fights,,,,,,,,,,
2258,through,shieldcollapse,and,cut,of,sword,,,,,,,,,,,,,
2259,decays,with,the,warrior,now,may,webbed,mail,2260,,,,,,,,,,
2260,range,far,and,wide,on,a,warlords,back,,,,,,,,,,,
2261,beside,his,mustered,troops,no,trembling,harp,,,,,,,,,,,,
2262,no,tuned,timber,no,tumbling,hawk,,,,,,,,,,,,,
2263,swerving,through,the,hall,no,swift,horse,,,,,,,,,,,,
2264,pawing,the,courtyard,pillage,and,slaughter,,,,,,,,,,,,,
2265,have,emptied,the,earth,of,entire,peoples,,,,,,,,,,,,
2266,and,so,he,mourned,as,he,moved,about,the,world,,,,,,,,,
2267,deserted,and,alone,lamenting,his,unhappiness,,,,,,,,,,,,,
2268,day,and,night,until,deaths,flood,,,,,,,,,,,,,
2269,brimmed,up,in,his,heart,2270,then,an,old,harrower,of,the,dark,,,,,,
2270,happened,to,find,the,hoard,open,,,,,,,,,,,,,
2271,the,burning,one,who,hunts,out,barrows,,,,,,,,,,,,
2272,the,slickskinned,dragon,threatening,the,night,sky,,,,,,,,,,,,
2273,with,streamers,of,fire,people,on,the,farms,,,,,,,,,,,
2274,are,in,dread,of,him,he,is,driven,to,hunt,out,,,,,,,,
2275,hoards,under,ground,to,guard,heathen,gold,,,,,,,,,,,,
2276,through,agelong,vigils,though,to,little,avail,,,,,,,,,,,,
2277,for,three,centuries,this,scourge,of,the,people,,,,,,,,,,,
2278,had,stood,guard,on,that,stoutly,protected,,,,,,,,,,,,
2279,underground,treasury,until,the,intruder,2280,,,,,,,,,,,,,
2280,unleashed,its,fury,he,hurried,to,his,lord,,,,,,,,,,,
2281,with,the,goldplated,cup,and,made,his,plea,,,,,,,,,,,
2282,to,be,reinstated,then,the,vault,was,rifled,,,,,,,,,,,
2283,the,ringhoard,robbed,and,the,wretched,man,,,,,,,,,,,,
2284,had,his,request,granted,his,master,gazed,,,,,,,,,,,,
2285,on,that,find,from,the,past,for,the,first,time,,,,,,,,,
2286,when,the,dragon,awoke,trouble,flared,again,,,,,,,,,,,,
2287,he,rippled,down,the,rock,writhing,with,anger,,,,,,,,,,,
2288,when,he,saw,the,footprints,of,the,prowler,who,had,stolen,,,,,,,,
2289,too,close,to,his,dreaming,head,2290,,,,,,,,,,,,
2290,so,may,a,man,not,marked,by,fate,,,,,,,,,,,
2291,easily,escape,exile,and,woe,,,,,,,,,,,,,,
2292,by,the,grace,of,god,the,hoardguardian,,,,,,,,,,,,
2293,scorched,the,ground,as,he,scoured,and,hunted,,,,,,,,,,,
2294,for,the,trespasser,who,had,troubled,his,sleep,,,,,,,,,,,
2295,hot,and,savage,he,kept,circling,and,circling,,,,,,,,,,,
2296,the,outside,of,the,mound,no,man,appeared,,,,,,,,,,,
2297,in,that,desert,waste,but,he,worked,himself,up,,,,,,,,,,
2298,by,imagining,battle,then,back,in,hed,go,,,,,,,,,,,
2299,in,search,of,the,cup,only,to,discover,2300,,,,,,,,,,
2300,signs,that,someone,had,stumbled,upon,,,,,,,,,,,,,
2301,the,golden,treasures,the,guardian,of,the,mound,,,,,,,,,,,
2302,the,hoardwatcher,waited,for,the,gloaming,,,,,,,,,,,,,
2303,with,fierce,impatience,his,pentup,fury,,,,,,,,,,,,,
2304,at,the,loss,of,the,vessel,made,him,long,to,hit,back,,,,,,,
2305,and,lash,out,in,flames,then,to,his,delight,,,,,,,,,,
2306,the,day,waned,and,he,could,wait,no,longer,,,,,,,,,,
2307,behind,the,wall,but,hurtled,forth,,,,,,,,,,,,,
2308,in,a,fiery,blaze,the,first,to,suffer,,,,,,,,,,,
2309,were,the,people,on,the,land,but,before,long,2310,,,,,,,,,
2310,it,was,their,treasuregiver,who,would,come,to,grief,,,,,,,,,,
2311,the,dragon,began,to,belch,out,flames,,,,,,,,,,,,
2312,and,burn,bright,homesteads,there,was,a,hot,glow,,,,,,,,,,
2313,that,scared,everyone,for,the,vile,skywinger,,,,,,,,,,,,
2314,would,leave,nothing,alive,in,his,wake,,,,,,,,,,,,
2315,everywhere,the,havoc,he,wrought,was,in,evidence,,,,,,,,,,,
2316,far,and,near,the,geat,nation,,,,,,,,,,,,,
2317,bore,the,brunt,of,his,brutal,assaults,,,,,,,,,,,,
2318,and,virulent,hate,then,back,to,the,hoard,,,,,,,,,,,
2319,he,would,dart,before,daybreak,to,hide,in,his,den,2320,,,,,,,,
2320,he,had,swinged,the,land,swathed,it,in,flame,,,,,,,,,,
2321,in,fire,and,burning,and,now,he,felt,secure,,,,,,,,,,
2322,in,the,vaults,of,his,burrow,but,his,trust,was,unavailing,,,,,,,,
2323,then,beowulf,was,given,bad,news,,,,,,,,,,,,,
2324,a,hard,truth,his,own,home,,,,,,,,,,,,,
2325,the,best,of,buildings,had,been,burnt,to,a,cinder,,,,,,,,,
2326,the,throneroom,of,the,geats,it,threw,the,hero,,,,,,,,,,
2327,into,deep,anguish,and,darkened,his,mood,,,,,,,,,,,,
2328,the,wise,man,thought,he,must,have,thwarted,,,,,,,,,,,
2329,ancient,ordinance,of,the,eternal,lord,2330,,,,,,,,,,,,
2330,broken,his,commandment,his,mind,was,in,turmoil,,,,,,,,,,,
2331,unaccustomed,anxiety,and,gloom,,,,,,,,,,,,,,,
2332,confused,his,brain,the,firedragon,,,,,,,,,,,,,,
2333,had,rased,the,coastal,region,and,reduced,,,,,,,,,,,,
2334,forts,and,earthworks,to,dust,and,ashes,,,,,,,,,,,,
2335,so,the,warking,planned,and,plotted,his,revenge,,,,,,,,,,,
2336,the,warriors,protector,prince,of,the,halltroop,,,,,,,,,,,,
2337,ordered,a,marvelous,alliron,shield,,,,,,,,,,,,,,
2338,from,his,smithy,works,he,well,knew,,,,,,,,,,,,
2339,that,linden,boards,would,let,him,down,2340,,,,,,,,,,,
2340,and,timber,burn,after,many,trials,,,,,,,,,,,,,
2341,he,was,destined,to,face,the,end,of,his,days,,,,,,,,,
2342,in,this,mortal,world,as,was,the,dragon,,,,,,,,,,,
2343,for,all,his,leasehold,on,the,treasure,,,,,,,,,,,,
2344,yet,the,prince,of,the,rings,was,too,proud,,,,,,,,,,
2345,to,line,up,with,a,large,army,,,,,,,,,,,,
2346,against,the,skyplague,he,had,scant,regard,,,,,,,,,,,,
2347,for,the,dragon,as,a,threat,no,dread,at,all,,,,,,,,,
2348,of,its,courage,or,strength,for,he,had,kept,going,,,,,,,,,
2349,often,in,the,past,through,perils,and,ordeals,2350,,,,,,,,,,
2350,of,every,sort,after,he,had,purged,,,,,,,,,,,,
2351,hrothgars,hall,triumphed,in,heorot,,,,,,,,,,,,,,
2352,and,beaten,grendel,he,outgrappled,the,monster,,,,,,,,,,,,
2353,and,his,evil,kin,one,of,his,cruelest,,,,,,,,,,,
2354,handtohand,encounters,had,happened,,,,,,,,,,,,,,,
2355,when,hygelac,king,of,the,geats,was,killed,,,,,,,,,,,
2356,in,friesland,the,peoples,friend,and,lord,,,,,,,,,,,,
2357,hrethels,son,slaked,a,sword,blades,,,,,,,,,,,,,
2358,thirst,for,blood,but,beowulfs,prodigious,,,,,,,,,,,,,
2359,gifts,as,a,swimmer,guaranteed,his,safety,2360,,,,,,,,,,,
2360,he,arrived,at,the,shore,shouldering,thirty,,,,,,,,,,,,
2361,battledresses,the,booty,he,had,won,,,,,,,,,,,,,
2362,there,was,little,for,the,hetware,to,be,happy,about,,,,,,,,,
2363,as,they,shielded,their,faces,and,fighting,on,the,ground,,,,,,,,,
2364,began,in,earnest,with,beowulf,against,them,,,,,,,,,,,,
2365,few,could,hope,to,return,home,,,,,,,,,,,,,
2366,across,the,wide,sea,desolate,and,alone,,,,,,,,,,,,
2367,the,son,of,ecgtheow,swam,back,to,his,people,,,,,,,,,,
2368,there,hygd,offered,him,throne,and,authority,,,,,,,,,,,,
2369,as,lord,of,the,ringhoard,with,hygelac,dead,2370,,,,,,,,,,
2370,she,had,no,belief,in,her,sons,ability,,,,,,,,,,,
2371,to,defend,their,homeland,against,foreign,invaders,,,,,,,,,,,,
2372,yet,there,was,no,way,the,weakened,nation,,,,,,,,,,,
2373,could,get,beowulf,to,give,in,and,agree,,,,,,,,,,,
2374,to,be,elevated,over,heardred,as,his,lord,,,,,,,,,,,
2375,or,to,undertake,the,office,of,kingship,,,,,,,,,,,,
